query,total_exec_time,calls,mean_exec_time
UPDATE pgbench_accounts SET abalance = abalance + $1 WHERE aid = $2,14164.701169000398,528171,0.02681840004278923
SELECT abalance FROM pgbench_accounts WHERE aid = $1,12060.989355000273,1099350,0.010971018651930975
SELECT abalance FROM pgbench_accounts WHERE aid = $1,12060.989355000273,1099350,0.010971018651930975
SELECT abalance FROM pgbench_accounts WHERE aid = $1,12060.989355000273,1099350,0.010971018651930975
SELECT abalance FROM pgbench_accounts WHERE aid = $1,12060.989355000273,1099350,0.010971018651930975
SELECT abalance FROM pgbench_accounts WHERE aid = $1,12060.989355000273,1099350,0.010971018651930975
commit,8822.64647699021,9070043,0.0009727237761717413
commit,8759.453056990871,9015598,0.0009715886907335583
commit,8697.461116991615,8960049,0.0009706934768995212
commit,8625.93844599213,8904329,0.0009687353697285997
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",8598.859675999971,1099350,0.007821767113294402
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",8598.859675999971,1099350,0.007821767113294402
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",8598.859675999971,1099350,0.007821767113294402
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",8598.859675999971,1099350,0.007821767113294402
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",8598.859675999971,1099350,0.007821767113294402
commit,8560.121709992729,8848466,0.000967413075893628
SELECT abalance FROM pgbench_accounts WHERE aid = $1,8437.836447000285,749747,0.011254245027989657
begin,8411.09079299508,9070055,0.0009273472755126086
begin,8355.995521995332,9015615,0.0009268358866255308
begin,8298.319045995557,8960058,0.0009261456841015293
begin,8241.668334995902,8904344,0.0009255783845502168
begin,8186.645477996184,8848479,0.0009252036963640291
SELECT abalance FROM pgbench_accounts WHERE aid = $1,7769.2003220003135,695305,0.011173801888380039
SELECT abalance FROM pgbench_accounts WHERE aid = $1,7159.485921000258,639772,0.011190683432535422
SELECT abalance FROM pgbench_accounts WHERE aid = $1,6493.830987000227,584036,0.01111888819696051
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",6009.422632000171,749742,0.008015320779681397
SELECT abalance FROM pgbench_accounts WHERE aid = $1,5862.65475300011,528170,0.011099938945794016
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",5560.884800000259,695298,0.007997843802225523
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",5128.479376000218,639747,0.008016418015246404
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",4645.760366000144,584030,0.007954660490043003
"INSERT INTO pgbench_history (tid, bid, aid, delta, mtime) VALUES ($1, $2, $3, $4, CURRENT_TIMESTAMP)",4213.73141900015,528166,0.007978043681342303
SELECT statistics.load_ash_waits_data(),3810.032475000001,48,79.3756765625
SELECT statistics.load_ash_waits_data(),3710.5484420000007,47,78.94783919148936
SELECT statistics.load_ash_waits_data(),3581.3776820000007,46,77.8560365652174
SELECT statistics.load_ash_waits_data(),3406.0309350000007,45,75.68957633333333
SELECT statistics.load_ash_waits_data(),3244.1471480000005,44,73.730617
copy pgbench_accounts from stdin with (freeze on),2959.924382,3,986.6414606666667
copy pgbench_accounts from stdin with (freeze on),2959.924382,3,986.6414606666667
copy pgbench_accounts from stdin with (freeze on),2959.924382,3,986.6414606666667
copy pgbench_accounts from stdin with (freeze on),2959.924382,3,986.6414606666667
copy pgbench_accounts from stdin with (freeze on),2959.924382,3,986.6414606666667
SELECT statistics.run_health_check(),1342.960364,23,58.389581043478266
SELECT statistics.run_health_check(),1342.960364,23,58.389581043478266
SELECT statistics.run_health_check(),1342.960364,23,58.389581043478266
SELECT statistics.run_health_check(),1342.960364,23,58.389581043478266
SELECT statistics.run_health_check(),1342.960364,23,58.389581043478266
alter table pgbench_accounts add primary key (aid),1285.029395,3,428.3431316666667
alter table pgbench_accounts add primary key (aid),1285.029395,3,428.3431316666667
alter table pgbench_accounts add primary key (aid),1285.029395,3,428.3431316666667
alter table pgbench_accounts add primary key (aid),1285.029395,3,428.3431316666667
alter table pgbench_accounts add primary key (aid),1285.029395,3,428.3431316666667
"DO $$
BEGIN
  insert into statistics.query_details
 select psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",1280.806123,35,36.594460657142854
"DO $$
BEGIN
  insert into statistics.query_details
 select psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",1280.806123,35,36.594460657142854
"DO $$
BEGIN
  insert into statistics.query_details
 select psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",1280.806123,35,36.594460657142854
"DO $$
BEGIN
  insert into statistics.query_details
 select psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",1280.806123,35,36.594460657142854
"DO $$
BEGIN
  insert into statistics.query_details
 select psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",1280.806123,35,36.594460657142854
"insert into statistics.temp_pg_wait_sampling_get_history
select now(),a.* from pg_wait_sampling_get_history() a",1188.3761800000002,38,31.273057368421046
"insert into statistics.temp_pg_wait_sampling_get_history
select now(),a.* from pg_wait_sampling_get_history() a",1188.3761800000002,38,31.273057368421046
"insert into statistics.temp_pg_wait_sampling_get_history
select now(),a.* from pg_wait_sampling_get_history() a",1188.3761800000002,38,31.273057368421046
"insert into statistics.temp_pg_wait_sampling_get_history
select now(),a.* from pg_wait_sampling_get_history() a",1188.3761800000002,38,31.273057368421046
"insert into statistics.temp_pg_wait_sampling_get_history
select now(),a.* from pg_wait_sampling_get_history() a",1188.3761800000002,38,31.273057368421046
SELECT statistics.dump_activity_snapshot(),875.033484,6,145.838914
SELECT statistics.dump_activity_snapshot(),875.033484,6,145.838914
SELECT statistics.dump_activity_snapshot(),875.033484,6,145.838914
SELECT statistics.dump_activity_snapshot(),875.033484,6,145.838914
"insert into statistics.temp_pg_wait_sampling_get_profile
select now(),a.* from pg_wait_sampling_get_profile() a",728.1387779999999,44,16.548608590909087
"insert into statistics.temp_pg_wait_sampling_get_profile
select now(),a.* from pg_wait_sampling_get_profile() a",728.1387779999999,44,16.548608590909087
"insert into statistics.temp_pg_wait_sampling_get_profile
select now(),a.* from pg_wait_sampling_get_profile() a",728.1387779999999,44,16.548608590909087
"insert into statistics.temp_pg_wait_sampling_get_profile
select now(),a.* from pg_wait_sampling_get_profile() a",728.1387779999999,44,16.548608590909087
"insert into statistics.temp_pg_wait_sampling_get_profile
select now(),a.* from pg_wait_sampling_get_profile() a",728.1387779999999,44,16.548608590909087
select * from pgbench_accounts,617.559132,1,617.559132
select * from pgbench_accounts,617.559132,1,617.559132
select * from pgbench_accounts,617.559132,1,617.559132
select * from pgbench_accounts,617.559132,1,617.559132
select * from pgbench_accounts,617.559132,1,617.559132
"insert into statistics.temp_database_connections
SELECT now(),datname, numbackends AS connections,
       pg_size_pretty(pg_database_size(datname)) AS db_size,
       xact_commit, xact_rollback, blks_read, blks_hit
FROM pg_stat_database
ORDER BY pg_database_size(datname) DESC",602.2270349999999,44,13.686978068181817
"insert into statistics.temp_database_connections
SELECT now(),datname, numbackends AS connections,
       pg_size_pretty(pg_database_size(datname)) AS db_size,
       xact_commit, xact_rollback, blks_read, blks_hit
FROM pg_stat_database
ORDER BY pg_database_size(datname) DESC",602.2270349999999,44,13.686978068181817
"insert into statistics.temp_database_connections
SELECT now(),datname, numbackends AS connections,
       pg_size_pretty(pg_database_size(datname)) AS db_size,
       xact_commit, xact_rollback, blks_read, blks_hit
FROM pg_stat_database
ORDER BY pg_database_size(datname) DESC",602.2270349999999,44,13.686978068181817
"insert into statistics.temp_database_connections
SELECT now(),datname, numbackends AS connections,
       pg_size_pretty(pg_database_size(datname)) AS db_size,
       xact_commit, xact_rollback, blks_read, blks_hit
FROM pg_stat_database
ORDER BY pg_database_size(datname) DESC",602.2270349999999,44,13.686978068181817
"insert into statistics.temp_database_connections
SELECT now(),datname, numbackends AS connections,
       pg_size_pretty(pg_database_size(datname)) AS db_size,
       xact_commit, xact_rollback, blks_read, blks_hit
FROM pg_stat_database
ORDER BY pg_database_size(datname) DESC",602.2270349999999,44,13.686978068181817
SELECT statistics.dump_activity_snapshot(),457.893216,5,91.57864319999999
vacuum analyze pgbench_accounts,344.903021,3,114.96767366666667
vacuum analyze pgbench_accounts,344.903021,3,114.96767366666667
vacuum analyze pgbench_accounts,344.903021,3,114.96767366666667
vacuum analyze pgbench_accounts,344.903021,3,114.96767366666667
vacuum analyze pgbench_accounts,344.903021,3,114.96767366666667
"DO $$
BEGIN
  insert into statistics.query_details
 select distinct psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",318.41843600000004,9,35.37982622222222
"DO $$
BEGIN
  insert into statistics.query_details
 select distinct psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",318.41843600000004,9,35.37982622222222
"DO $$
BEGIN
  insert into statistics.query_details
 select distinct psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",318.41843600000004,9,35.37982622222222
"DO $$
BEGIN
  insert into statistics.query_details
 select distinct psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",318.41843600000004,9,35.37982622222222
"DO $$
BEGIN
  insert into statistics.query_details
 select distinct psa.query_id
          ,psa.query
  from pg_stat_activity psa left outer join pg_stat_statements pss
    on psa.query_id=pss.queryid
 where psa.pid<>pg_backend_pid()
   and query_id is not null
  and  psa.query_id not in (select query_id from statistics.query_details);
EXCEPTION
  WHEN unique_violation THEN
    null;
END $$",318.41843600000004,9,35.37982622222222
"insert into statistics.temp_blocked_sessions
SELECT now(),blocked.pid AS blocked_pid, blocked.query AS blocked_query,
       blocking.pid AS blocking_pid, blocking.query AS blocking_query
FROM pg_locks blocked_locks
JOIN pg_stat_activity blocked ON blocked.pid = blocked_locks.pid
JOIN pg_locks blocking_locks ON blocked_locks.locktype = blocking_locks.locktype
  AND blocked_locks.database IS NOT DISTINCT FROM blocking_locks.database
  AND blocked_locks.relation IS NOT DISTINCT FROM blocking_locks.relation
  AND blocked_locks.page IS NOT DISTINCT FROM blocking_locks.page
  AND blocked_locks.tuple IS NOT DISTINCT FROM blocking_locks.tuple
  AND blocked_locks.transactionid IS NOT DISTINCT FROM blocking_locks.transactionid
  AND blocked_locks.classid IS NOT DISTINCT FROM blocking_locks.classid
  AND blocked_locks.objid IS NOT DISTINCT FROM blocking_locks.objid
  AND blocked_locks.objsubid IS NOT DISTINCT FROM blocking_locks.objsubid
  AND blocked_locks.mode = blocking_locks.mode
  AND blocked.pid <> blocking_locks.pid
JOIN pg_stat_activity blocking ON blocking.pid = blocking_locks.pid
WHERE NOT blocked_locks.granted",278.045085,44,6.3192064772727266
"insert into statistics.temp_blocked_sessions
SELECT now(),blocked.pid AS blocked_pid, blocked.query AS blocked_query,
       blocking.pid AS blocking_pid, blocking.query AS blocking_query
FROM pg_locks blocked_locks
JOIN pg_stat_activity blocked ON blocked.pid = blocked_locks.pid
JOIN pg_locks blocking_locks ON blocked_locks.locktype = blocking_locks.locktype
  AND blocked_locks.database IS NOT DISTINCT FROM blocking_locks.database
  AND blocked_locks.relation IS NOT DISTINCT FROM blocking_locks.relation
  AND blocked_locks.page IS NOT DISTINCT FROM blocking_locks.page
  AND blocked_locks.tuple IS NOT DISTINCT FROM blocking_locks.tuple
  AND blocked_locks.transactionid IS NOT DISTINCT FROM blocking_locks.transactionid
  AND blocked_locks.classid IS NOT DISTINCT FROM blocking_locks.classid
  AND blocked_locks.objid IS NOT DISTINCT FROM blocking_locks.objid
  AND blocked_locks.objsubid IS NOT DISTINCT FROM blocking_locks.objsubid
  AND blocked_locks.mode = blocking_locks.mode
  AND blocked.pid <> blocking_locks.pid
JOIN pg_stat_activity blocking ON blocking.pid = blocking_locks.pid
WHERE NOT blocked_locks.granted",278.045085,44,6.3192064772727266
"insert into statistics.temp_blocked_sessions
SELECT now(),blocked.pid AS blocked_pid, blocked.query AS blocked_query,
       blocking.pid AS blocking_pid, blocking.query AS blocking_query
FROM pg_locks blocked_locks
JOIN pg_stat_activity blocked ON blocked.pid = blocked_locks.pid
JOIN pg_locks blocking_locks ON blocked_locks.locktype = blocking_locks.locktype
  AND blocked_locks.database IS NOT DISTINCT FROM blocking_locks.database
  AND blocked_locks.relation IS NOT DISTINCT FROM blocking_locks.relation
  AND blocked_locks.page IS NOT DISTINCT FROM blocking_locks.page
  AND blocked_locks.tuple IS NOT DISTINCT FROM blocking_locks.tuple
  AND blocked_locks.transactionid IS NOT DISTINCT FROM blocking_locks.transactionid
  AND blocked_locks.classid IS NOT DISTINCT FROM blocking_locks.classid
  AND blocked_locks.objid IS NOT DISTINCT FROM blocking_locks.objid
  AND blocked_locks.objsubid IS NOT DISTINCT FROM blocking_locks.objsubid
  AND blocked_locks.mode = blocking_locks.mode
  AND blocked.pid <> blocking_locks.pid
JOIN pg_stat_activity blocking ON blocking.pid = blocking_locks.pid
WHERE NOT blocked_locks.granted",278.045085,44,6.3192064772727266
"insert into statistics.temp_blocked_sessions
SELECT now(),blocked.pid AS blocked_pid, blocked.query AS blocked_query,
       blocking.pid AS blocking_pid, blocking.query AS blocking_query
FROM pg_locks blocked_locks
JOIN pg_stat_activity blocked ON blocked.pid = blocked_locks.pid
JOIN pg_locks blocking_locks ON blocked_locks.locktype = blocking_locks.locktype
  AND blocked_locks.database IS NOT DISTINCT FROM blocking_locks.database
  AND blocked_locks.relation IS NOT DISTINCT FROM blocking_locks.relation
  AND blocked_locks.page IS NOT DISTINCT FROM blocking_locks.page
  AND blocked_locks.tuple IS NOT DISTINCT FROM blocking_locks.tuple
  AND blocked_locks.transactionid IS NOT DISTINCT FROM blocking_locks.transactionid
  AND blocked_locks.classid IS NOT DISTINCT FROM blocking_locks.classid
  AND blocked_locks.objid IS NOT DISTINCT FROM blocking_locks.objid
  AND blocked_locks.objsubid IS NOT DISTINCT FROM blocking_locks.objsubid
  AND blocked_locks.mode = blocking_locks.mode
  AND blocked.pid <> blocking_locks.pid
JOIN pg_stat_activity blocking ON blocking.pid = blocking_locks.pid
WHERE NOT blocked_locks.granted",278.045085,44,6.3192064772727266
"insert into statistics.temp_blocked_sessions
SELECT now(),blocked.pid AS blocked_pid, blocked.query AS blocked_query,
       blocking.pid AS blocking_pid, blocking.query AS blocking_query
FROM pg_locks blocked_locks
JOIN pg_stat_activity blocked ON blocked.pid = blocked_locks.pid
JOIN pg_locks blocking_locks ON blocked_locks.locktype = blocking_locks.locktype
  AND blocked_locks.database IS NOT DISTINCT FROM blocking_locks.database
  AND blocked_locks.relation IS NOT DISTINCT FROM blocking_locks.relation
  AND blocked_locks.page IS NOT DISTINCT FROM blocking_locks.page
  AND blocked_locks.tuple IS NOT DISTINCT FROM blocking_locks.tuple
  AND blocked_locks.transactionid IS NOT DISTINCT FROM blocking_locks.transactionid
  AND blocked_locks.classid IS NOT DISTINCT FROM blocking_locks.classid
  AND blocked_locks.objid IS NOT DISTINCT FROM blocking_locks.objid
  AND blocked_locks.objsubid IS NOT DISTINCT FROM blocking_locks.objsubid
  AND blocked_locks.mode = blocking_locks.mode
  AND blocked.pid <> blocking_locks.pid
JOIN pg_stat_activity blocking ON blocking.pid = blocking_locks.pid
WHERE NOT blocked_locks.granted",278.045085,44,6.3192064772727266
"insert into statistics.temp_pg_stat_statements
select now() as current_date,a.* from pg_stat_statements a",210.21239800000004,39,5.390061487179486
"insert into statistics.temp_pg_stat_statements
select now() as current_date,a.* from pg_stat_statements a",210.21239800000004,39,5.390061487179486
"insert into statistics.temp_pg_stat_statements
select now() as current_date,a.* from pg_stat_statements a",210.21239800000004,39,5.390061487179486
"insert into statistics.temp_pg_stat_statements
select now() as current_date,a.* from pg_stat_statements a",210.21239800000004,39,5.390061487179486
"insert into statistics.temp_pg_stat_statements
select now() as current_date,a.* from pg_stat_statements a",210.21239800000004,39,5.390061487179486
"SELECT
    n.nspname AS schema_name,
    c.relkind AS segment_type,
    t.spcname AS tablespace_name,
    c.relname AS segment_name,
    pg_table_size(c.oid) AS size_bytes
FROM
    pg_class c
JOIN pg_namespace n ON n.oid = c.relnamespace
LEFT JOIN pg_tablespace t ON t.oid = c.reltablespace
WHERE pg_table_size(c.oid) > $1  -- larger than ~1GB
ORDER BY
    size_bytes DESC",185.21178199999997,8,23.15147275
"SELECT
    n.nspname AS schema_name,
    c.relkind AS segment_type,
    t.spcname AS tablespace_name,
    c.relname AS segment_name,
    pg_table_size(c.oid) AS size_bytes
FROM
    pg_class c
JOIN pg_namespace n ON n.oid = c.relnamespace
LEFT JOIN pg_tablespace t ON t.oid = c.reltablespace
WHERE pg_table_size(c.oid) > $1  -- larger than ~1GB
ORDER BY
    size_bytes DESC",185.21178199999997,8,23.15147275
"SELECT
    n.nspname AS schema_name,
    c.relkind AS segment_type,
    t.spcname AS tablespace_name,
    c.relname AS segment_name,
    pg_table_size(c.oid) AS size_bytes
FROM
    pg_class c
JOIN pg_namespace n ON n.oid = c.relnamespace
LEFT JOIN pg_tablespace t ON t.oid = c.reltablespace
WHERE pg_table_size(c.oid) > $1  -- larger than ~1GB
ORDER BY
    size_bytes DESC",185.21178199999997,8,23.15147275
"SELECT
    n.nspname AS schema_name,
    c.relkind AS segment_type,
    t.spcname AS tablespace_name,
    c.relname AS segment_name,
    pg_table_size(c.oid) AS size_bytes
FROM
    pg_class c
JOIN pg_namespace n ON n.oid = c.relnamespace
LEFT JOIN pg_tablespace t ON t.oid = c.reltablespace
WHERE pg_table_size(c.oid) > $1  -- larger than ~1GB
ORDER BY
    size_bytes DESC",185.21178199999997,8,23.15147275
"SELECT
    n.nspname AS schema_name,
    c.relkind AS segment_type,
    t.spcname AS tablespace_name,
    c.relname AS segment_name,
    pg_table_size(c.oid) AS size_bytes
FROM
    pg_class c
JOIN pg_namespace n ON n.oid = c.relnamespace
LEFT JOIN pg_tablespace t ON t.oid = c.reltablespace
WHERE pg_table_size(c.oid) > $1  -- larger than ~1GB
ORDER BY
    size_bytes DESC",185.21178199999997,8,23.15147275
"SELECT
    c.relname AS segment_name,
    $1::text AS partition_name,
    c.relkind AS segment_type,
    pg_total_relation_size(c.oid) / $2 / $3 / $4 AS gbytes
FROM pg_class c
JOIN pg_namespace n ON c.relnamespace = n.oid
WHERE pg_total_relation_size(c.oid) / $5 / $6 > $7
ORDER BY gbytes DESC, c.relname",148.668858,6,24.778143
"SELECT
    c.relname AS segment_name,
    $1::text AS partition_name,
    c.relkind AS segment_type,
    pg_total_relation_size(c.oid) / $2 / $3 / $4 AS gbytes
FROM pg_class c
JOIN pg_namespace n ON c.relnamespace = n.oid
WHERE pg_total_relation_size(c.oid) / $5 / $6 > $7
ORDER BY gbytes DESC, c.relname",148.668858,6,24.778143
